text,label_numeric,label,cleaned_text,tokens
MOOKAMELI O OA PHOTHOLEHA,-1,negative,mookameli o oa photholeha,"['mookameli', 'o', 'oa', 'photholeha']"
LEPOLESA LE SHANOTSA BOPAKI,-1,negative,lepolesa le shanotsa bopaki,"['lepolesa', 'le', 'shanotsa', 'bopaki']"
TONAKHOLO O BAKETSE NAHA BOMALIMABE,-1,negative,tonakholo o baketse naha bomalimabe,"['tonakholo', 'o', 'baketse', 'naha', 'bomalimabe']"
NGAKA E SITOA HO NETEFATSA LITOPO TSA LETAMONG,-1,negative,ngaka e sitoa ho netefatsa litopo tsa letamong,"['ngaka', 'e', 'sitoa', 'ho', 'netefatsa', 'litopo', 'tsa', 'letamong']"
MOOKAMELI  O LOHOTHA HO THEHA  PHATHI E NCHA,0,neutral,mookameli o lohotha ho theha phathi e ncha,"['mookameli', 'o', 'lohotha', 'ho', 'theha', 'phathi', 'e', 'ncha']"
MOETAPELE O SENOLA LEQULOANA LA LITSOTSI,-1,negative,moetapele o senola lequloana la litsotsi,"['moetapele', 'o', 'senola', 'lequloana', 'la', 'litsotsi']"
MOOKAMELI O LIHELLETSE MOTLATSI OA TONAKHOLO TORA,-1,negative,mookameli o lihelletse motlatsi oa tonakholo tora,"['mookameli', 'o', 'lihelletse', 'motlatsi', 'oa', 'tonakholo', 'tora']"
LITABA TSA MAKHOTLA EKARE KE LITŠOMO,-1,negative,litaba tsa makhotla ekare ke litomo,"['litaba', 'tsa', 'makhotla', 'ekare', 'ke', 'litomo']"
MOOKAMELI  O JESA LIOFISIRI MAKAKA,-1,negative,mookameli o jesa liofisiri makaka,"['mookameli', 'o', 'jesa', 'liofisiri', 'makaka']"
MOOKAMELI  O MENYELETSA 'MUSO,-1,negative,mookameli o menyeletsa muso,"['mookameli', 'o', 'menyeletsa', 'muso']"
TSEBA KA BAPOLOTIKI BA FUOENG MOSEBETSI MAKALENG A MUSO,1,positive,tseba ka bapolotiki ba fuoeng mosebetsi makaleng a muso,"['tseba', 'ka', 'bapolotiki', 'ba', 'fuoeng', 'mosebetsi', 'makaleng', 'a', 'muso']"
TSOTSI EA LETSOA-NTLE E LEQETSA LICHELETE TSA SECHABA,-1,negative,tsotsi ea letsoantle e leqetsa lichelete tsa sechaba,"['tsotsi', 'ea', 'letsoantle', 'e', 'leqetsa', 'lichelete', 'tsa', 'sechaba']"
MOOKAMELI O AMEHA BOSHOLUNG BA LIPHOOFOLO,-1,negative,mookameli o ameha bosholung ba liphoofolo,"['mookameli', 'o', 'ameha', 'bosholung', 'ba', 'liphoofolo']"
MOOKAMELI KE MOSALI MOHOLO NTHOE,-1,negative,mookameli ke mosali moholo nthoe,"['mookameli', 'ke', 'mosali', 'moholo', 'nthoe']"
BAOKAMELI BA TSEKA NYATSI,-1,negative,baokameli ba tseka nyatsi,"['baokameli', 'ba', 'tseka', 'nyatsi']"
PAKI E ITOMA MALEME KA KHOTLA E FETOHELA BOPAKI BA EONA,-1,negative,paki e itoma maleme ka khotla e fetohela bopaki ba eona,"['paki', 'e', 'itoma', 'maleme', 'ka', 'khotla', 'e', 'fetohela', 'bopaki', 'ba', 'eona']"
SEBOHOLI SE HLASELA 'MUSO,-1,negative,seboholi se hlasela muso,"['seboholi', 'se', 'hlasela', 'muso']"
LEBOTHO LE THEHILOENG KE TONAKHOLO LE HULANYA MAOTO,-1,negative,lebotho le thehiloeng ke tonakholo le hulanya maoto,"['lebotho', 'le', 'thehiloeng', 'ke', 'tonakholo', 'le', 'hulanya', 'maoto']"
MOETAPELE O REKA LIKOLOI TSE PELI TSE NCHA CASH,1,positive,moetapele o reka likoloi tse peli tse ncha cash,"['moetapele', 'o', 'reka', 'likoloi', 'tse', 'peli', 'tse', 'ncha', 'cash']"
LESOLE HA SE PILOT LE KHANNA SEFOFANE SA LITERATA,-1,negative,lesole ha se pilot le khanna sefofane sa literata,"['lesole', 'ha', 'se', 'pilot', 'le', 'khanna', 'sefofane', 'sa', 'literata']"
MOSEBETSI O HANA HO EA HAE O BATLA HO SHOELLA SESOLENG,-1,negative,mosebetsi o hana ho ea hae o batla ho shoella sesoleng,"['mosebetsi', 'o', 'hana', 'ho', 'ea', 'hae', 'o', 'batla', 'ho', 'shoella', 'sesoleng']"
MASOLE A TSOANG NTOENG A PHOQOA,-1,negative,masole a tsoang ntoeng a phoqoa,"['masole', 'a', 'tsoang', 'ntoeng', 'a', 'phoqoa']"
LEKHOTLA LE PHAHAMENG LE AMEHA POLAONG EA LIPAKI,-1,negative,lekhotla le phahameng le ameha polaong ea lipaki,"['lekhotla', 'le', 'phahameng', 'le', 'ameha', 'polaong', 'ea', 'lipaki']"
MEHLOLO OFISING EA BOCHOCHISI,0,neutral,mehlolo ofising ea bochochisi,"['mehlolo', 'ofising', 'ea', 'bochochisi']"
PAKI E FETOHELA BAPAKI BA EONA KA KHOTLA,-1,negative,paki e fetohela bapaki ba eona ka khotla,"['paki', 'e', 'fetohela', 'bapaki', 'ba', 'eona', 'ka', 'khotla']"
LETONA LE RE BASEBETSI BA TLO LELEKOA,-1,negative,letona le re basebetsi ba tlo lelekoa,"['letona', 'le', 're', 'basebetsi', 'ba', 'tlo', 'lelekoa']"
MOOKAMELI O SESA KA HARA LEKOALIBA LA BOBOLU,-1,negative,mookameli o sesa ka hara lekoaliba la bobolu,"['mookameli', 'o', 'sesa', 'ka', 'hara', 'lekoaliba', 'la', 'bobolu']"
SECHABA SE BOLAOA JOALO KA LINYAMATSANE,-1,negative,sechaba se bolaoa joalo ka linyamatsane,"['sechaba', 'se', 'bolaoa', 'joalo', 'ka', 'linyamatsane']"
BO RASETHUNYA BA LALASA,-1,negative,bo rasethunya ba lalasa,"['bo', 'rasethunya', 'ba', 'lalasa']"
RE EA LIHOPOLA LE TSONA,0,neutral,re ea lihopola le tsona,"['re', 'ea', 'lihopola', 'le', 'tsona']"
MORUTI OA KEREKE O BOLAOA KA HO CHESOA,-1,negative,moruti oa kereke o bolaoa ka ho chesoa,"['moruti', 'oa', 'kereke', 'o', 'bolaoa', 'ka', 'ho', 'chesoa']"
HO SIBOLLOA MOFUTA O MOCHA OA CORONA,-1,negative,ho sibolloa mofuta o mocha oa corona,"['ho', 'sibolloa', 'mofuta', 'o', 'mocha', 'oa', 'corona']"
MOTLATSI OA PRESIDENT O TŠOEROE,-1,negative,motlatsi oa president o toeroe,"['motlatsi', 'oa', 'president', 'o', 'toeroe']"
MOCHOCHISI OA MOLATA O TLO QOSOA,-1,negative,mochochisi oa molata o tlo qosoa,"['mochochisi', 'oa', 'molata', 'o', 'tlo', 'qosoa']"
MOKHOENYANA OA LELAPA LA TONAKHOLO O KAKALATSOA KE NYEOE,-1,negative,mokhoenyana oa lelapa la tonakholo o kakalatsoa ke nyeoe,"['mokhoenyana', 'oa', 'lelapa', 'la', 'tonakholo', 'o', 'kakalatsoa', 'ke', 'nyeoe']"
AKHENTE E TSOLISA BOOKAMELI BA SEPOLESA,-1,negative,akhente e tsolisa bookameli ba sepolesa,"['akhente', 'e', 'tsolisa', 'bookameli', 'ba', 'sepolesa']"
NGOANA EA LILEMO LI 8 O BOLAEA NOHA EA MASUMU KA MENO,1,positive,ngoana ea lilemo li o bolaea noha ea masumu ka meno,"['ngoana', 'ea', 'lilemo', 'li', 'o', 'bolaea', 'noha', 'ea', 'masumu', 'ka', 'meno']"
KOMISI E BITSA LIKHETHO,1,positive,komisi e bitsa likhetho,"['komisi', 'e', 'bitsa', 'likhetho']"
SECHABA SE RE TONAKHOLO E THEHE KOMISI EA LIPATLISISO,1,positive,sechaba se re tonakholo e thehe komisi ea lipatlisiso,"['sechaba', 'se', 're', 'tonakholo', 'e', 'thehe', 'komisi', 'ea', 'lipatlisiso']"
KOMISI KE LINYONTŠA E LOKELA E QHALOE,-1,negative,komisi ke linyonta e lokela e qhaloe,"['komisi', 'ke', 'linyonta', 'e', 'lokela', 'e', 'qhaloe']"
PELO EA MORENA E KHUBELU O TSEKA MALEO,-1,negative,pelo ea morena e khubelu o tseka maleo,"['pelo', 'ea', 'morena', 'e', 'khubelu', 'o', 'tseka', 'maleo']"
MOETAPELE O TELLA SECHABA,-1,negative,moetapele o tella sechaba,"['moetapele', 'o', 'tella', 'sechaba']"
TSEBA KA BAPOLOTIKI BA UTSOITSENG CHELETE EA BOEA BA LIHOAI,-1,negative,tseba ka bapolotiki ba utsoitseng chelete ea boea ba lihoai,"['tseba', 'ka', 'bapolotiki', 'ba', 'utsoitseng', 'chelete', 'ea', 'boea', 'ba', 'lihoai']"
NYATSI E MATHA LIPOLITIKING,-1,negative,nyatsi e matha lipolitiking,"['nyatsi', 'e', 'matha', 'lipolitiking']"
MOKHA O PHOQILE SECHABA,-1,negative,mokha o phoqile sechaba,"['mokha', 'o', 'phoqile', 'sechaba']"
MOCHOCHISI O NGALA LINYEOE,-1,negative,mochochisi o ngala linyeoe,"['mochochisi', 'o', 'ngala', 'linyeoe']"
TONAKHOLO O KOLOTA SECHABA TLHALOSO,-1,negative,tonakholo o kolota sechaba tlhaloso,"['tonakholo', 'o', 'kolota', 'sechaba', 'tlhaloso']"
MOKHA KE TŠUPA E QETILE CHELETE EA 'MUSO,-1,negative,mokha ke tupa e qetile chelete ea muso,"['mokha', 'ke', 'tupa', 'e', 'qetile', 'chelete', 'ea', 'muso']"
MASOLE A SHOELLA NTAT'A SELALA,-1,negative,masole a shoella ntata selala,"['masole', 'a', 'shoella', 'ntata', 'selala']"
MORENA A SE KE A MPA A CHESA TOROPO HAPE,-1,negative,morena a se ke a mpa a chesa toropo hape,"['morena', 'a', 'se', 'ke', 'a', 'mpa', 'a', 'chesa', 'toropo', 'hape']"
BANNA BA BATLOA KA LIPOLAO TSA BATHO,-1,negative,banna ba batloa ka lipolao tsa batho,"['banna', 'ba', 'batloa', 'ka', 'lipolao', 'tsa', 'batho']"
MOHOEBI O BOLAOA SEHLABENG,-1,negative,mohoebi o bolaoa sehlabeng,"['mohoebi', 'o', 'bolaoa', 'sehlabeng']"
MOETAPELE O TŠEHETSA LIKOETA,-1,negative,moetapele o tehetsa likoeta,"['moetapele', 'o', 'tehetsa', 'likoeta']"
LEREKURUTI LE KHAKHATHUOENG LE HLOKAHETSE,-1,negative,lerekuruti le khakhathuoeng le hlokahetse,"['lerekuruti', 'le', 'khakhathuoeng', 'le', 'hlokahetse']"
MOETAPELE O QOSA MORENA,-1,negative,moetapele o qosa morena,"['moetapele', 'o', 'qosa', 'morena']"
SESOLE SE KHALEMELA MOKHA,1,positive,sesole se khalemela mokha,"['sesole', 'se', 'khalemela', 'mokha']"
PARAMENTE E TLO BULOA,1,positive,paramente e tlo buloa,"['paramente', 'e', 'tlo', 'buloa']"
MOKHA O HOBOLETSE CHELETE EA BANNA MAHLO,-1,negative,mokha o hoboletse chelete ea banna mahlo,"['mokha', 'o', 'hoboletse', 'chelete', 'ea', 'banna', 'mahlo']"
'MAMPOLI O SELEBALLETSOE,-1,negative,mampoli o seleballetsoe,"['mampoli', 'o', 'seleballetsoe']"
LIOFISI TSA LEKALA LI KOETSOE,-1,negative,liofisi tsa lekala li koetsoe,"['liofisi', 'tsa', 'lekala', 'li', 'koetsoe']"
MOOKAMELI  O TŠELA MASOLE KA METSI A BATANG,-1,negative,mookameli o tela masole ka metsi a batang,"['mookameli', 'o', 'tela', 'masole', 'ka', 'metsi', 'a', 'batang']"
MASOLE A FEPJOA PAPA KA IMANA LE LIKHOBE,-1,negative,masole a fepjoa papa ka imana le likhobe,"['masole', 'a', 'fepjoa', 'papa', 'ka', 'imana', 'le', 'likhobe']"
LEKHOTLA LE RE KOMISI E FOSITSE,-1,negative,lekhotla le re komisi e fositse,"['lekhotla', 'le', 're', 'komisi', 'e', 'fositse']"
BOOKAMELI BO ITJELLA CHELETE EA MAPOLESA MAPOLESA A FUOA LI BISCUITS,-1,negative,bookameli bo itjella chelete ea mapolesa mapolesa a fuoa li biscuits,"['bookameli', 'bo', 'itjella', 'chelete', 'ea', 'mapolesa', 'mapolesa', 'a', 'fuoa', 'li', 'biscuits']"
MONNA O AHLOLELOA BOPHELO BOHLE CHANKANENG HABELI,-1,negative,monna o ahloleloa bophelo bohle chankaneng habeli,"['monna', 'o', 'ahloleloa', 'bophelo', 'bohle', 'chankaneng', 'habeli']"
NAHA E TSOIBILA LI MISSILE TSE 400,-1,negative,naha e tsoibila li missile tse,"['naha', 'e', 'tsoibila', 'li', 'missile', 'tse']"
PHATHI E HIRILE LIKOLOI TSA BOSHOLU 'MUSONG,-1,negative,phathi e hirile likoloi tsa bosholu musong,"['phathi', 'e', 'hirile', 'likoloi', 'tsa', 'bosholu', 'musong']"
MOOKAMELI O TIMA MOTLAKASE LEKHOTLENG LE PHAHAMENG,-1,negative,mookameli o tima motlakase lekhotleng le phahameng,"['mookameli', 'o', 'tima', 'motlakase', 'lekhotleng', 'le', 'phahameng']"
TONAKHOLO O TOBA MOKHA KA 'NETE,1,positive,tonakholo o toba mokha ka nete,"['tonakholo', 'o', 'toba', 'mokha', 'ka', 'nete']"
SEROKI SE KETEKA SELEMO SA NAHA LE SEEA-LE-MOEA,1,positive,seroki se keteka selemo sa naha le seealemoea,"['seroki', 'se', 'keteka', 'selemo', 'sa', 'naha', 'le', 'seealemoea']"
MOOKAMELI KE LEHLABA-PHIEO O LOKELA HORE A TŠOAROE,-1,negative,mookameli ke lehlabaphieo o lokela hore a toaroe,"['mookameli', 'ke', 'lehlabaphieo', 'o', 'lokela', 'hore', 'a', 'toaroe']"
HO NKHA SEPUTA SA BOBOLU LIOFISING TSA RAMOLAO E MOHOLO OA 'MUSO,-1,negative,ho nkha seputa sa bobolu liofising tsa ramolao e moholo oa muso,"['ho', 'nkha', 'seputa', 'sa', 'bobolu', 'liofising', 'tsa', 'ramolao', 'e', 'moholo', 'oa', 'muso']"
MONNA TORONKONG KA MORA HO HANA HO BITSA SETABANE NGOANANA,-1,negative,monna toronkong ka mora ho hana ho bitsa setabane ngoanana,"['monna', 'toronkong', 'ka', 'mora', 'ho', 'hana', 'ho', 'bitsa', 'setabane', 'ngoanana']"
PHATHI E LLELA HO KENA PUSONG,-1,negative,phathi e llela ho kena pusong,"['phathi', 'e', 'llela', 'ho', 'kena', 'pusong']"
SETHO SA PHATHI SE BUA MASA-A-KOKOMETSE,-1,negative,setho sa phathi se bua masaakokometse,"['setho', 'sa', 'phathi', 'se', 'bua', 'masaakokometse']"
MOOKAMELI O BOHLA KHOSHANE O ROHAKA SECHABA,-1,negative,mookameli o bohla khoshane o rohaka sechaba,"['mookameli', 'o', 'bohla', 'khoshane', 'o', 'rohaka', 'sechaba']"
PHALA EA 'MUSO E HLAPAOLA NAHA,-1,negative,phala ea muso e hlapaola naha,"['phala', 'ea', 'muso', 'e', 'hlapaola', 'naha']"
NAHA E TŠOHILE JOALO KA NONYANA,-1,negative,naha e tohile joalo ka nonyana,"['naha', 'e', 'tohile', 'joalo', 'ka', 'nonyana']"
MOOKAMELI O LLA KA SEPOLESA,-1,negative,mookameli o lla ka sepolesa,"['mookameli', 'o', 'lla', 'ka', 'sepolesa']"
BA RE LEBITLA LA MOHATSA TONAKHOLO EA MEHLENG LE FETOA KE LA KATSE,-1,negative,ba re lebitla la mohatsa tonakholo ea mehleng le fetoa ke la katse,"['ba', 're', 'lebitla', 'la', 'mohatsa', 'tonakholo', 'ea', 'mehleng', 'le', 'fetoa', 'ke', 'la', 'katse']"
MOETAPELE O RE O MOTLOTLO KA SECHABA,1,positive,moetapele o re o motlotlo ka sechaba,"['moetapele', 'o', 're', 'o', 'motlotlo', 'ka', 'sechaba']"
NAHA E ETSA LIHLOOHO TSA LITABA LEFATŠENG KA BOTLOKOTSEBE,-1,negative,naha e etsa lihlooho tsa litaba lefateng ka botlokotsebe,"['naha', 'e', 'etsa', 'lihlooho', 'tsa', 'litaba', 'lefateng', 'ka', 'botlokotsebe']"
BOLAOLI BO PHOQA MASOLE,-1,negative,bolaoli bo phoqa masole,"['bolaoli', 'bo', 'phoqa', 'masole']"
NAHA E RE E TLA FINA SELELU,-1,negative,naha e re e tla fina selelu,"['naha', 'e', 're', 'e', 'tla', 'fina', 'selelu']"
LITLOKOTSEBE TSA BANNA LI ITSETETSE KA HARA SESOLE,-1,negative,litlokotsebe tsa banna li itsetetse ka hara sesole,"['litlokotsebe', 'tsa', 'banna', 'li', 'itsetetse', 'ka', 'hara', 'sesole']"
OFISIRI E TSOELA MOLAOLI TAOLONG,-1,negative,ofisiri e tsoela molaoli taolong,"['ofisiri', 'e', 'tsoela', 'molaoli', 'taolong']"
MOCHOCHISI O BOLILE JOALO KA LIRUOA,-1,negative,mochochisi o bolile joalo ka liruoa,"['mochochisi', 'o', 'bolile', 'joalo', 'ka', 'liruoa']"
PHATHI E LLA KA MELATA,-1,negative,phathi e lla ka melata,"['phathi', 'e', 'lla', 'ka', 'melata']"
LIHLOA LEKHOARA KAHARA PHATHI,-1,negative,lihloa lekhoara kahara phathi,"['lihloa', 'lekhoara', 'kahara', 'phathi']"
KE MPHETE KE O FETE MABALENG A LIPOLOTIKI,-1,negative,ke mphete ke o fete mabaleng a lipolotiki,"['ke', 'mphete', 'ke', 'o', 'fete', 'mabaleng', 'a', 'lipolotiki']"
HO TLA SHOA MOTHO KA MONA,-1,negative,ho tla shoa motho ka mona,"['ho', 'tla', 'shoa', 'motho', 'ka', 'mona']"
MOOKAMELI  O IMENYAMENYA KA MOSALI OA LESOLE,-1,negative,mookameli o imenyamenya ka mosali oa lesole,"['mookameli', 'o', 'imenyamenya', 'ka', 'mosali', 'oa', 'lesole']"
MOETAPELE O RE O TLO BULA PARAMENTE,1,positive,moetapele o re o tlo bula paramente,"['moetapele', 'o', 're', 'o', 'tlo', 'bula', 'paramente']"
MASOLE A TSOANG NTOENG A LEBOHUOA KA HO SILILOA MEKOKOTLO,-1,negative,masole a tsoang ntoeng a lebohuoa ka ho sililoa mekokotlo,"['masole', 'a', 'tsoang', 'ntoeng', 'a', 'lebohuoa', 'ka', 'ho', 'sililoa', 'mekokotlo']"
SECHABA SE SOSOTHELA MOKHA OA LIPOLOTIKI,-1,negative,sechaba se sosothela mokha oa lipolotiki,"['sechaba', 'se', 'sosothela', 'mokha', 'oa', 'lipolotiki']"
LETONA LE  NYAKALLETSE,1,positive,letona le nyakalletse,"['letona', 'le', 'nyakalletse']"
MOKHA OA POLOTIKI O RE O TLO KENYA BOTABANE MOLAONG,-1,negative,mokha oa polotiki o re o tlo kenya botabane molaong,"['mokha', 'oa', 'polotiki', 'o', 're', 'o', 'tlo', 'kenya', 'botabane', 'molaong']"
TONAKHOLO O HANA HO AMOHELA MASOLE A TSOANG NTOENG,-1,negative,tonakholo o hana ho amohela masole a tsoang ntoeng,"['tonakholo', 'o', 'hana', 'ho', 'amohela', 'masole', 'a', 'tsoang', 'ntoeng']"
KHATISO E RE LITHO TSA PHATHI LI EA TSEBA KA NYATSI EA MOETAPELE,-1,negative,khatiso e re litho tsa phathi li ea tseba ka nyatsi ea moetapele,"['khatiso', 'e', 're', 'litho', 'tsa', 'phathi', 'li', 'ea', 'tseba', 'ka', 'nyatsi', 'ea', 'moetapele']"
MOETAPELE O AMOHELOA KE MARENA A 15,1,positive,moetapele o amoheloa ke marena a,"['moetapele', 'o', 'amoheloa', 'ke', 'marena', 'a']"
6 BILLION MALOTI E NYAMETSENG E BOTSOE PHATHI,-1,negative,billion maloti e nyametseng e botsoe phathi,"['billion', 'maloti', 'e', 'nyametseng', 'e', 'botsoe', 'phathi']"
'MUSO O UTSOA 6 BILLION EA SECHABA,-1,negative,muso o utsoa billion ea sechaba,"['muso', 'o', 'utsoa', 'billion', 'ea', 'sechaba']"
HO TŠOAROA HOA MOETAPELE KE 'MOMORI O HLOPHISITSOENG,-1,negative,ho toaroa hoa moetapele ke momori o hlophisitsoeng,"['ho', 'toaroa', 'hoa', 'moetapele', 'ke', 'momori', 'o', 'hlophisitsoeng']"
SECHABA SE HANA LIMPHO TSA MOHATSA OA TONAKHOLO,-1,negative,sechaba se hana limpho tsa mohatsa oa tonakholo,"['sechaba', 'se', 'hana', 'limpho', 'tsa', 'mohatsa', 'oa', 'tonakholo']"
MOOKAMELI O MAKALLA HO TŠOAROA HA MOETAPELE,-1,negative,mookameli o makalla ho toaroa ha moetapele,"['mookameli', 'o', 'makalla', 'ho', 'toaroa', 'ha', 'moetapele']"
MOKHOTHALETSUOA O MAKATSA SECHABA,1,positive,mokhothaletsuoa o makatsa sechaba,"['mokhothaletsuoa', 'o', 'makatsa', 'sechaba']"
SECHABA SA MOKHOTLONG SE PHEPHETHELA MOKHOTHALETSUOA,-1,negative,sechaba sa mokhotlong se phephethela mokhothaletsuoa,"['sechaba', 'sa', 'mokhotlong', 'se', 'phephethela', 'mokhothaletsuoa']"
TENTE E SULUBANTSOE FATŠE LEFUNG,-1,negative,tente e sulubantsoe fate lefung,"['tente', 'e', 'sulubantsoe', 'fate', 'lefung']"
TONAKHOLO EA MEHLENG E PHELA MATSOALONG,-1,negative,tonakholo ea mehleng e phela matsoalong,"['tonakholo', 'ea', 'mehleng', 'e', 'phela', 'matsoalong']"
KE MADAMPA-DAMPA KAHARA PHATHI,-1,negative,ke madampadampa kahara phathi,"['ke', 'madampadampa', 'kahara', 'phathi']"
LEKHOTLA LE TJEBELA BOKHOPO BA MOOKAMELI MATJOING,-1,negative,lekhotla le tjebela bokhopo ba mookameli matjoing,"['lekhotla', 'le', 'tjebela', 'bokhopo', 'ba', 'mookameli', 'matjoing']"
MOLAO OA LIKHETHO O FETOHILE,0,neutral,molao oa likhetho o fetohile,"['molao', 'oa', 'likhetho', 'o', 'fetohile']"
SEBOHOLI KE LESHOLU,-1,negative,seboholi ke lesholu,"['seboholi', 'ke', 'lesholu']"
LEPOLESA LE KHAKHATHILE PAKI,-1,negative,lepolesa le khakhathile paki,"['lepolesa', 'le', 'khakhathile', 'paki']"
LIJO TSA BAKULI SEPETLELE,0,neutral,lijo tsa bakuli sepetlele,"['lijo', 'tsa', 'bakuli', 'sepetlele']"
MOOKAMELI KE RALESHANO OA LEQITOLO LA TSOTSI,-1,negative,mookameli ke raleshano oa leqitolo la tsotsi,"['mookameli', 'ke', 'raleshano', 'oa', 'leqitolo', 'la', 'tsotsi']"
MOOKAMELI O BUA LESHANO LE MPIPI KA KA KHOTLA,-1,negative,mookameli o bua leshano le mpipi ka ka khotla,"['mookameli', 'o', 'bua', 'leshano', 'le', 'mpipi', 'ka', 'ka', 'khotla']"
MOOKAMELI O TŠIRELETSA BABOLAI BA MOITHUTI,-1,negative,mookameli o tireletsa babolai ba moithuti,"['mookameli', 'o', 'tireletsa', 'babolai', 'ba', 'moithuti']"
MOETAPELE O HLOHLELLETSA MEFEREFERE SEKOLONG SE SEHOLO,-1,negative,moetapele o hlohlelletsa meferefere sekolong se seholo,"['moetapele', 'o', 'hlohlelletsa', 'meferefere', 'sekolong', 'se', 'seholo']"
MOOKAMELI O HULA TŠIRELETSO EA MOCHOCHISI E MOHOLO,-1,negative,mookameli o hula tireletso ea mochochisi e moholo,"['mookameli', 'o', 'hula', 'tireletso', 'ea', 'mochochisi', 'e', 'moholo']"
PHATHI E BOLISITSE LEKALA HO NKHA HORE PHU,-1,negative,phathi e bolisitse lekala ho nkha hore phu,"['phathi', 'e', 'bolisitse', 'lekala', 'ho', 'nkha', 'hore', 'phu']"
MOCHOCHISI O KHOLA M50 000 KA LETSATSI,-1,negative,mochochisi o khola m ka letsatsi,"['mochochisi', 'o', 'khola', 'm', 'ka', 'letsatsi']"
NAHA E RE HA E BATLE MOSALI EA TANTŠANG A TSOTSE,-1,negative,naha e re ha e batle mosali ea tantang a tsotse,"['naha', 'e', 're', 'ha', 'e', 'batle', 'mosali', 'ea', 'tantang', 'a', 'tsotse']"
NGOANA OA MOHOLOANE OA MOETAPELE O BOLAOA A KAKATETSE LITAEMANE,-1,negative,ngoana oa moholoane oa moetapele o bolaoa a kakatetse litaemane,"['ngoana', 'oa', 'moholoane', 'oa', 'moetapele', 'o', 'bolaoa', 'a', 'kakatetse', 'litaemane']"
MOOKAMELI O TSEBA KA MORERO OA POLAO EA LIOFISIRI,-1,negative,mookameli o tseba ka morero oa polao ea liofisiri,"['mookameli', 'o', 'tseba', 'ka', 'morero', 'oa', 'polao', 'ea', 'liofisiri']"
MOETAPELE O CHAKELA BANNA BOESA,1,positive,moetapele o chakela banna boesa,"['moetapele', 'o', 'chakela', 'banna', 'boesa']"
MOHOEBI O HAHA SEKOLO SETEREKNG,1,positive,mohoebi o haha sekolo seterekng,"['mohoebi', 'o', 'haha', 'sekolo', 'seterekng']"
BA RE MOOKAMELI A QOSETSOE BOHLABA-PHIEO,-1,negative,ba re mookameli a qosetsoe bohlabaphieo,"['ba', 're', 'mookameli', 'a', 'qosetsoe', 'bohlabaphieo']"
MOOKAMELI O KHANNGOE KE LIPOTSO KA KHOTLA,-1,negative,mookameli o khanngoe ke lipotso ka khotla,"['mookameli', 'o', 'khanngoe', 'ke', 'lipotso', 'ka', 'khotla']"
RAMOLAO O ITSE MAFU  A SE KE A BATLISISOA,-1,negative,ramolao o itse mafu a se ke a batlisisoa,"['ramolao', 'o', 'itse', 'mafu', 'a', 'se', 'ke', 'a', 'batlisisoa']"
MOOKAMELI O KOPA TŠOARELO,1,positive,mookameli o kopa toarelo,"['mookameli', 'o', 'kopa', 'toarelo']"
MOOKAMELI O HLASELA BABUSI LEFUNG,-1,negative,mookameli o hlasela babusi lefung,"['mookameli', 'o', 'hlasela', 'babusi', 'lefung']"
MOOKAMELI O PATELA LEKHOTLA LITABA TSA HAE,-1,negative,mookameli o patela lekhotla litaba tsa hae,"['mookameli', 'o', 'patela', 'lekhotla', 'litaba', 'tsa', 'hae']"
RASETHUNYA O BOLAEA BATHO BA 21,-1,negative,rasethunya o bolaea batho ba,"['rasethunya', 'o', 'bolaea', 'batho', 'ba']"
MOOKAMELI O ITAHLETSE KA HARA SEKOTI SA LIHELE,-1,negative,mookameli o itahletse ka hara sekoti sa lihele,"['mookameli', 'o', 'itahletse', 'ka', 'hara', 'sekoti', 'sa', 'lihele']"
MONNA  O PEPETLA BAMAMELI KA LESHANO,-1,negative,monna o pepetla bamameli ka leshano,"['monna', 'o', 'pepetla', 'bamameli', 'ka', 'leshano']"
LETONA LE RE MAFUTSANA A LO CHA LIHELENG KOANA,-1,negative,letona le re mafutsana a lo cha liheleng koana,"['letona', 'le', 're', 'mafutsana', 'a', 'lo', 'cha', 'liheleng', 'koana']"
MOTLATSI OA MOETAPELE O LATOLA PHATHI HARARO PELE MOKOKO O LLA,-1,negative,motlatsi oa moetapele o latola phathi hararo pele mokoko o lla,"['motlatsi', 'oa', 'moetapele', 'o', 'latola', 'phathi', 'hararo', 'pele', 'mokoko', 'o', 'lla']"
MOOKAMELI KE LEMENEMENE LE FETANG JUDAS ISCARIOT OA BIBELENG,-1,negative,mookameli ke lemenemene le fetang judas iscariot oa bibeleng,"['mookameli', 'ke', 'lemenemene', 'le', 'fetang', 'judas', 'iscariot', 'oa', 'bibeleng']"
KONTERAKA EA SEBAPALI E HALEFISA MOTSAMAISI OA BOLO,-1,negative,konteraka ea sebapali e halefisa motsamaisi oa bolo,"['konteraka', 'ea', 'sebapali', 'e', 'halefisa', 'motsamaisi', 'oa', 'bolo']"
OFISIRI E RE MOOKAMELI O BUA LESHANO LE LETALA KA KHOTLA,-1,negative,ofisiri e re mookameli o bua leshano le letala ka khotla,"['ofisiri', 'e', 're', 'mookameli', 'o', 'bua', 'leshano', 'le', 'letala', 'ka', 'khotla']"
