tweet,label,sentiment,cleaned_text,tokens,sentence_length
Timale Timale hi da ni mabitch 🎵🎵,positive,Positive,timale timale hi da ni mabitch 🎵🎵,"['timale', 'timale', 'hi', 'da', 'ni', 'mabitch', '🎵🎵']",7
@user Ni pfhukile. A va tsongwana va thlanga. Khanimambo 🙏🏾,positive,Positive,ni pfhukile a va tsongwana va thlanga khanimambo 🙏🏾,"['ni', 'pfhukile', 'a', 'va', 'tsongwana', 'va', 'thlanga', 'khanimambo', '🙏🏾']",9
Nkatangouu hinga tsama niku gwela swaku akuna munwane lwei ani tsakuisaka a mbilwini. 🎵🎵,positive,Positive,nkatangouu hinga tsama niku gwela swaku akuna munwane lwei ani tsakuisaka a mbilwini 🎵🎵,"['nkatangouu', 'hinga', 'tsama', 'niku', 'gwela', 'swaku', 'akuna', 'munwane', 'lwei', 'ani', 'tsakuisaka', 'a', 'mbilwini', '🎵🎵']",14
Wa bomba Mchangani Ni bombisa ku kuma @user Vodacom https://t.co/GpVweyGeoT,positive,Positive,wa bomba mchangani ni bombisa ku kuma vodacom,"['wa', 'bomba', 'mchangani', 'ni', 'bombisa', 'ku', 'kuma', 'vodacom']",8
@user mina se lindivarrr mina aita navhela aku teka giyane nitsakisa hi xibelane niri kola a magude @user,positive,Positive,mina se lindivarrr mina aita navhela aku teka giyane nitsakisa hi xibelane niri kola a magude,"['mina', 'se', 'lindivarrr', 'mina', 'aita', 'navhela', 'aku', 'teka', 'giyane', 'nitsakisa', 'hi', 'xibelane', 'niri', 'kola', 'a', 'magude']",16
@user Ni pfhukile. Khanimambo. Wene ke?,positive,Positive,ni pfhukile khanimambo wene ke,"['ni', 'pfhukile', 'khanimambo', 'wene', 'ke']",5
@user Ni bom. Ho yini?,positive,Positive,ni bom ho yini,"['ni', 'bom', 'ho', 'yini']",4
"Thnx God mozambique shutdown #tag Nghena.........na khensa ku tlakuriwa vanhu va mozambique @user Moamba, Maputo, Mozambique https://t.co/CBslGBgSwI",positive,Positive,thnx god mozambique shutdown nghenana khensa ku tlakuriwa vanhu va mozambique moamba maputo mozambique,"['thnx', 'god', 'mozambique', 'shutdown', 'nghenana', 'khensa', 'ku', 'tlakuriwa', 'vanhu', 'va', 'mozambique', 'moamba', 'maputo', 'mozambique']",14
Ni kola Ka xingange vani khome bom MA's @user and Ku tlangeliwa birthday https://t.co/byvttQfer0,positive,Positive,ni kola ka xingange vani khome bom mas and ku tlangeliwa birthday,"['ni', 'kola', 'ka', 'xingange', 'vani', 'khome', 'bom', 'mas', 'and', 'ku', 'tlangeliwa', 'birthday']",12
Utamukuma ka Sapatero*,positive,Positive,utamukuma ka sapatero,"['utamukuma', 'ka', 'sapatero']",3
@user Mmm. Swa hombé. Ni pfhukile. Khanimambo,positive,Positive,mmm swa hombé ni pfhukile khanimambo,"['mmm', 'swa', 'hombé', 'ni', 'pfhukile', 'khanimambo']",6
Vanhu va mali ku khola 😂😂 @user Ressano Boarder https://t.co/AT1kcMdjQW,positive,Positive,vanhu va mali ku khola 😂😂 ressano boarder,"['vanhu', 'va', 'mali', 'ku', 'khola', '😂😂', 'ressano', 'boarder']",8
@user na mina nimi kuma kahle nirila Moz ka Khubu,positive,Positive,na mina nimi kuma kahle nirila moz ka khubu,"['na', 'mina', 'nimi', 'kuma', 'kahle', 'nirila', 'moz', 'ka', 'khubu']",9
Malome @user u ndjane??,positive,Positive,malome u ndjane,"['malome', 'u', 'ndjane']",3
niku 10 ma garrafa,positive,Positive,niku 10 ma garrafa,"['niku', '10', 'ma', 'garrafa']",4
@user @user nile guija ni tlangela birthday ya mina https://t.co/4ixq5pYtiS,positive,Positive,nile guija ni tlangela birthday ya mina,"['nile', 'guija', 'ni', 'tlangela', 'birthday', 'ya', 'mina']",7
Ni bha ma fato ni ma Air Force,positive,Positive,ni bha ma fato ni ma air force,"['ni', 'bha', 'ma', 'fato', 'ni', 'ma', 'air', 'force']",8
@user Ho yini ku pfuka?,positive,Positive,ho yini ku pfuka,"['ho', 'yini', 'ku', 'pfuka']",4
Mine ni waku ehhh Mbilo yilava weneee ahhh My bae you're so sweet baby My bae you're so fine Loko niku vona ku tsatsa tsa ninyetxela weneee... ♪♪♪,positive,Positive,mine ni waku ehhh mbilo yilava weneee ahhh my bae youre so sweet baby my bae youre so fine loko niku vona ku tsatsa tsa ninyetxela weneee ♪♪♪,"['mine', 'ni', 'waku', 'ehhh', 'mbilo', 'yilava', 'weneee', 'ahhh', 'my', 'bae', 'youre', 'so', 'sweet', 'baby', 'my', 'bae', 'youre', 'so', 'fine', 'loko', 'niku', 'vona', 'ku', 'tsatsa', 'tsa', 'ninyetxela', 'weneee', '♪♪♪']",28
@user ni pfukile va haxi nho kufumetanhana amuphungo nita kufumetanhana anhokana nitaya atirwene @user @user @user @user,positive,Positive,ni pfukile va haxi nho kufumetanhana amuphungo nita kufumetanhana anhokana nitaya atirwene,"['ni', 'pfukile', 'va', 'haxi', 'nho', 'kufumetanhana', 'amuphungo', 'nita', 'kufumetanhana', 'anhokana', 'nitaya', 'atirwene']",12
Kanimambo Chikwembo xa Mathimba🙏,positive,Positive,kanimambo chikwembo xa mathimba🙏,"['kanimambo', 'chikwembo', 'xa', 'mathimba🙏']",4
Ya disko funk 😂 https://t.co/6gjyz43f0Q,positive,Positive,ya disko funk 😂,"['ya', 'disko', 'funk', '😂']",4
@user A hombe. Khanimambo. Ho yini?,positive,Positive,a hombe khanimambo ho yini,"['a', 'hombe', 'khanimambo', 'ho', 'yini']",5
@user @user @user esh na mina se ni mikuma kahle @user niri Khombomuni-Mozambique...#Dankiiiii,positive,Positive,esh na mina se ni mikuma kahle niri khombomunimozambique,"['esh', 'na', 'mina', 'se', 'ni', 'mikuma', 'kahle', 'niri', 'khombomunimozambique']",9
🏃🏃🏃🏃🏃🏃🏃🏃 🏃🏃🏃🏃🏃🏃🏃🏃 yuwiiii AMARGOU ...ih mine lwe yaaaa,positive,Positive,🏃🏃🏃🏃🏃🏃🏃🏃 🏃🏃🏃🏃🏃🏃🏃🏃 yuwiiii amargou ih mine lwe yaaaa,"['🏃🏃🏃🏃🏃🏃🏃🏃', '🏃🏃🏃🏃🏃🏃🏃🏃', 'yuwiiii', 'amargou', 'ih', 'mine', 'lwe', 'yaaaa']",8
"Mina nawena, Wena namina, #LovarÉNice utatwa kunandzika! (4×)",positive,Positive,mina nawena wena namina utatwa kunandzika 4×,"['mina', 'nawena', 'wena', 'namina', 'utatwa', 'kunandzika', '4×']",7
@user swa kahle swi komba rirhandzu ra ntiyiso,positive,Positive,swa kahle swi komba rirhandzu ra ntiyiso,"['swa', 'kahle', 'swi', 'komba', 'rirhandzu', 'ra', 'ntiyiso']",7
"Mina ni sati wanga* Jay ♡ @user Maputo, Mozambique https://t.co/IUiQupzUfc",positive,Positive,mina ni sati wanga jay ♡ maputo mozambique,"['mina', 'ni', 'sati', 'wanga', 'jay', '♡', 'maputo', 'mozambique']",8
Alirandzo hi mintxumo xa lissima Kutlula a timaka xatimale ❤,positive,Positive,alirandzo hi mintxumo xa lissima kutlula a timaka xatimale ❤,"['alirandzo', 'hi', 'mintxumo', 'xa', 'lissima', 'kutlula', 'a', 'timaka', 'xatimale', '❤']",10
@user Na hanya. Aswina ku kazata.,positive,Positive,na hanya aswina ku kazata,"['na', 'hanya', 'aswina', 'ku', 'kazata']",5
Leswi uswi tivaka hi mina iswi tsongo eka leswi ninga hi xi swona U thnk Im an Artist n im more dan dat U thnk im a Government worker n im more dan dat U thnk im comedian n im more dan… https://t.co/oRKNPmCu9d,positive,Positive,leswi uswi tivaka hi mina iswi tsongo eka leswi ninga hi xi swona u thnk im an artist n im more dan dat u thnk im a government worker n im more dan dat u thnk im comedian n im more dan…,"['leswi', 'uswi', 'tivaka', 'hi', 'mina', 'iswi', 'tsongo', 'eka', 'leswi', 'ninga', 'hi', 'xi', 'swona', 'u', 'thnk', 'im', 'an', 'artist', 'n', 'im', 'more', 'dan', 'dat', 'u', 'thnk', 'im', 'a', 'government', 'worker', 'n', 'im', 'more', 'dan', 'dat', 'u', 'thnk', 'im', 'comedian', 'n', 'im', 'more', 'dan…']",42
@user Nambe mina. Ni pfhuki kwatse. Khanimambo,positive,Positive,nambe mina ni pfhuki kwatse khanimambo,"['nambe', 'mina', 'ni', 'pfhuki', 'kwatse', 'khanimambo']",6
Ku njhani @user ni nghena kola chokwe,positive,Positive,ku njhani ni nghena kola chokwe,"['ku', 'njhani', 'ni', 'nghena', 'kola', 'chokwe']",6
dzixilela wena mufoto ho ini hi ku pfuka? https://t.co/EJZenJpY5R,positive,Positive,dzixilela wena mufoto ho ini hi ku pfuka,"['dzixilela', 'wena', 'mufoto', 'ho', 'ini', 'hi', 'ku', 'pfuka']",8
"I'd sing """"Hita famba moyeni nkathanga"""".🤣 https://t.co/s3U1KUEaSs",positive,Positive,id sing hita famba moyeni nkathanga🤣,"['id', 'sing', 'hita', 'famba', 'moyeni', 'nkathanga🤣']",6
Matshonela Yakoh (mana mina) Mabarri Yakoh (mana mina) Mas a mpfhana wa nheketo lweyi anga guentanga ih wene ⚡️🎶,positive,Positive,matshonela yakoh mana mina mabarri yakoh mana mina mas a mpfhana wa nheketo lweyi anga guentanga ih wene ⚡️🎶,"['matshonela', 'yakoh', 'mana', 'mina', 'mabarri', 'yakoh', 'mana', 'mina', 'mas', 'a', 'mpfhana', 'wa', 'nheketo', 'lweyi', 'anga', 'guentanga', 'ih', 'wene', '⚡️🎶']",19
Ma sweet lady ma talil Ma sweet lady ma talil Mina ni be dji utomi Ni funga kufa niku hanhana I will always love you Ma talil,positive,Positive,ma sweet lady ma talil ma sweet lady ma talil mina ni be dji utomi ni funga kufa niku hanhana i will always love you ma talil,"['ma', 'sweet', 'lady', 'ma', 'talil', 'ma', 'sweet', 'lady', 'ma', 'talil', 'mina', 'ni', 'be', 'dji', 'utomi', 'ni', 'funga', 'kufa', 'niku', 'hanhana', 'i', 'will', 'always', 'love', 'you', 'ma', 'talil']",27
Jimmy Dludlu - Mu Tumbelelwana 🎶✨,positive,Positive,jimmy dludlu mu tumbelelwana 🎶✨,"['jimmy', 'dludlu', 'mu', 'tumbelelwana', '🎶✨']",5
@user @user @user nina wena kola xokwe Mozambique,positive,Positive,nina wena kola xokwe mozambique,"['nina', 'wena', 'kola', 'xokwe', 'mozambique']",5
Np : puto Jr - male ya pepa,positive,Positive,np puto jr male ya pepa,"['np', 'puto', 'jr', 'male', 'ya', 'pepa']",6
Ni yingiseli wena sesi khensi nile xokwe Mozambique @user @user @user,positive,Positive,ni yingiseli wena sesi khensi nile xokwe mozambique,"['ni', 'yingiseli', 'wena', 'sesi', 'khensi', 'nile', 'xokwe', 'mozambique']",8
@user Ni pfhukile. Ho yini kupfhuka?,positive,Positive,ni pfhukile ho yini kupfhuka,"['ni', 'pfhukile', 'ho', 'yini', 'kupfhuka']",5
"@user Hô yini, hosi ya ma rima?",positive,Positive,hô yini hosi ya ma rima,"['hô', 'yini', 'hosi', 'ya', 'ma', 'rima']",6
@user nipfukile vhahaxi niya atirweni ni ndlhula nixava amapawa dj iwamativa😂 @user @user @user @user,positive,Positive,nipfukile vhahaxi niya atirweni ni ndlhula nixava amapawa dj iwamativa😂,"['nipfukile', 'vhahaxi', 'niya', 'atirweni', 'ni', 'ndlhula', 'nixava', 'amapawa', 'dj', 'iwamativa😂']",10
@user Wena wa xitiva,positive,Positive,wena wa xitiva,"['wena', 'wa', 'xitiva']",3
ALOKU NIKU IM. 😛 👊🏿_/ \_👊🏿 ( . ) 🍆 👖 YABA BLACKFRIDAY 😹🍃,positive,Positive,aloku niku im 😛 👊🏿 👊🏿 🍆 👖 yaba blackfriday 😹🍃,"['aloku', 'niku', 'im', '😛', '👊🏿', '👊🏿', '🍆', '👖', 'yaba', 'blackfriday', '😹🍃']",11
"Ximixweni, Madanbveni, ni Usiku #SikuNiSiku",positive,Positive,ximixweni madanbveni ni usiku,"['ximixweni', 'madanbveni', 'ni', 'usiku']",4
💉 Auxene ka Gaza! https://t.co/mqEBBvI7pj,positive,Positive,💉 auxene ka gaza,"['💉', 'auxene', 'ka', 'gaza']",4
dezember time . . Ku ta fiwa,positive,Positive,dezember time ku ta fiwa,"['dezember', 'time', 'ku', 'ta', 'fiwa']",5
"@user: Blake me paga hahahahahahahahahahahahaha ih"""" ❤",positive,Positive,blake me paga hahahahahahahahahahahahaha ih ❤,"['blake', 'me', 'paga', 'hahahahahahahahahahahahaha', 'ih', '❤']",6
😂😂😂😂 keep voning. Na ku xuvha https://t.co/fpBbBvyZGq,positive,Positive,😂😂😂😂 keep voning na ku xuvha,"['😂😂😂😂', 'keep', 'voning', 'na', 'ku', 'xuvha']",6
@user KING WA ÁFRICA,positive,Positive,king wa áfrica,"['king', 'wa', 'áfrica']",3
@user Na hanya. Akuna swa ku kazata. A va tsongwana va thlanga.,positive,Positive,na hanya akuna swa ku kazata a va tsongwana va thlanga,"['na', 'hanya', 'akuna', 'swa', 'ku', 'kazata', 'a', 'va', 'tsongwana', 'va', 'thlanga']",11
Ni bom manji wena kueh? https://t.co/40DlfXTgG5,positive,Positive,ni bom manji wena kueh,"['ni', 'bom', 'manji', 'wena', 'kueh']",5
"Nkhosi, Dlamini Wena WeKunene. Thank you Cuz❤️ https://t.co/IuMI7Ox7i5",positive,Positive,nkhosi dlamini wena wekunene thank you cuz❤️,"['nkhosi', 'dlamini', 'wena', 'wekunene', 'thank', 'you', 'cuz❤️']",7
@user @user @user swinene ngopfu ni vuya matreno hina jogo mndzuku,positive,Positive,swinene ngopfu ni vuya matreno hina jogo mndzuku,"['swinene', 'ngopfu', 'ni', 'vuya', 'matreno', 'hina', 'jogo', 'mndzuku']",8
Nimu yingiseli nile chokwe Mozambique vahaxi vamina va qualidade zwimbiri2 @user @user @user,positive,Positive,nimu yingiseli nile chokwe mozambique vahaxi vamina va qualidade zwimbiri2,"['nimu', 'yingiseli', 'nile', 'chokwe', 'mozambique', 'vahaxi', 'vamina', 'va', 'qualidade', 'zwimbiri2']",10
"Tsemba Jehova/ Wene nwana wa Xikwembu"""" - @user #QuartaDeQuotes",positive,Positive,tsemba jehova wene nwana wa xikwembu,"['tsemba', 'jehova', 'wene', 'nwana', 'wa', 'xikwembu']",6
Nikola Ka xingangi Ka nwina @user @user,positive,Positive,nikola ka xingangi ka nwina,"['nikola', 'ka', 'xingangi', 'ka', 'nwina']",5
U ta famba maTilweni https://t.co/QAavLO1Bt2,positive,Positive,u ta famba matilweni,"['u', 'ta', 'famba', 'matilweni']",4
"Utomi Nzanga Za Ku Tsakissa #PretoDeMoz #Enjoying The Life em Maputo, Mozambique https://t.co/n4bNaMZjWp",positive,Positive,utomi nzanga za ku tsakissa the life em maputo mozambique,"['utomi', 'nzanga', 'za', 'ku', 'tsakissa', 'the', 'life', 'em', 'maputo', 'mozambique']",10
"@user """" Mina nawena, wena namina, #LovarÉNice, utatwa kunandzika !! """"",positive,Positive,mina nawena wena namina utatwa kunandzika,"['mina', 'nawena', 'wena', 'namina', 'utatwa', 'kunandzika']",6
@user Tana u ta dya.,positive,Positive,tana u ta dya,"['tana', 'u', 'ta', 'dya']",4
@user Re tsogile re ra wena,positive,Positive,re tsogile re ra wena,"['re', 'tsogile', 're', 'ra', 'wena']",5
A nhama Ni dileh... A Guala Ni puzileh.. A male Ni Tekileh..💃💃💃 Tsatsara tsara 🎶🎶🎶,positive,Positive,a nhama ni dileh a guala ni puzileh a male ni tekileh💃💃💃 tsatsara tsara 🎶🎶🎶,"['a', 'nhama', 'ni', 'dileh', 'a', 'guala', 'ni', 'puzileh', 'a', 'male', 'ni', 'tekileh💃💃💃', 'tsatsara', 'tsara', '🎶🎶🎶']",15
Ni lava ku Susa Tosa,positive,Positive,ni lava ku susa tosa,"['ni', 'lava', 'ku', 'susa', 'tosa']",5
@user Na hanya. Ni khensile. 🙏,positive,Positive,na hanya ni khensile 🙏,"['na', 'hanya', 'ni', 'khensile', '🙏']",5
Sumo LOUMAR - A ku titimeta nkolo...,positive,Positive,sumo loumar a ku titimeta nkolo,"['sumo', 'loumar', 'a', 'ku', 'titimeta', 'nkolo']",6
Nina wena kola xokwe Mozambique @user uni endla yini mara 810dstv,positive,Positive,nina wena kola xokwe mozambique uni endla yini mara 810dstv,"['nina', 'wena', 'kola', 'xokwe', 'mozambique', 'uni', 'endla', 'yini', 'mara', '810dstv']",10
@user Akusaka ka ndlama kopitira ku #Collerboxparty ndani ameneyo?,positive,Positive,akusaka ka ndlama kopitira ku ndani ameneyo,"['akusaka', 'ka', 'ndlama', 'kopitira', 'ku', 'ndani', 'ameneyo']",7
"Banani Má Voko, Assistam In Loko #8ou80EP",positive,Positive,banani má voko assistam in loko,"['banani', 'má', 'voko', 'assistam', 'in', 'loko']",6
"@user: @user 😂😂😂😂😂 pvt""""unga ni viajari wena txela nhama lanu",positive,Positive,😂😂😂😂😂 pvtunga ni viajari wena txela nhama lanu,"['😂😂😂😂😂', 'pvtunga', 'ni', 'viajari', 'wena', 'txela', 'nhama', 'lanu']",8
"Ayo buya anikhoma, aku teka nuku nhica😂 https://t.co/ycHUwlH6lQ",positive,Positive,ayo buya anikhoma aku teka nuku nhica😂,"['ayo', 'buya', 'anikhoma', 'aku', 'teka', 'nuku', 'nhica😂']",7
leswi ni swi vhonaka mine,positive,Positive,leswi ni swi vhonaka mine,"['leswi', 'ni', 'swi', 'vhonaka', 'mine']",5
"Wansati wa ku xonga ku tlhula wene? Animutive minoo?""""",positive,Positive,wansati wa ku xonga ku tlhula wene animutive minoo,"['wansati', 'wa', 'ku', 'xonga', 'ku', 'tlhula', 'wene', 'animutive', 'minoo']",9
Aleluia xikwembo xa matimba tlhatteka vhoko dzaku ku Hina vana wakhu hi kombela a matimba yaku,positive,Positive,aleluia xikwembo xa matimba tlhatteka vhoko dzaku ku hina vana wakhu hi kombela a matimba yaku,"['aleluia', 'xikwembo', 'xa', 'matimba', 'tlhatteka', 'vhoko', 'dzaku', 'ku', 'hina', 'vana', 'wakhu', 'hi', 'kombela', 'a', 'matimba', 'yaku']",16
@user wow na khensa sesi mhana rivaldo vani khome kahle hi siku ra mina,positive,Positive,wow na khensa sesi mhana rivaldo vani khome kahle hi siku ra mina,"['wow', 'na', 'khensa', 'sesi', 'mhana', 'rivaldo', 'vani', 'khome', 'kahle', 'hi', 'siku', 'ra', 'mina']",13
@user @user @user @user Muhaxi lwiya ho hatlisela ngopfu loko a haxa hi wini wakona left or right?,positive,Positive,muhaxi lwiya ho hatlisela ngopfu loko a haxa hi wini wakona left or right,"['muhaxi', 'lwiya', 'ho', 'hatlisela', 'ngopfu', 'loko', 'a', 'haxa', 'hi', 'wini', 'wakona', 'left', 'or', 'right']",14
@user he uncle miri I birthday ya nwina namutlha?,positive,Positive,he uncle miri i birthday ya nwina namutlha,"['he', 'uncle', 'miri', 'i', 'birthday', 'ya', 'nwina', 'namutlha']",8
@user wa khala pah,positive,Positive,wa khala pah,"['wa', 'khala', 'pah']",3
" a xa Lissima Ih Ku Ti Beka Hansi """"",positive,Positive,a xa lissima ih ku ti beka hansi,"['a', 'xa', 'lissima', 'ih', 'ku', 'ti', 'beka', 'hansi']",8
"@user Auxeneeee Tek, hoyineee ku phukaaa?",positive,Positive,auxeneeee tek hoyineee ku phukaaa,"['auxeneeee', 'tek', 'hoyineee', 'ku', 'phukaaa']",5
@user Siku ni Siku,positive,Positive,siku ni siku,"['siku', 'ni', 'siku']",3
@user niku yingiseli nile xokwe Mozambique nilo gaaaa 810dstv @user,positive,Positive,niku yingiseli nile xokwe mozambique nilo gaaaa 810dstv,"['niku', 'yingiseli', 'nile', 'xokwe', 'mozambique', 'nilo', 'gaaaa', '810dstv']",8
@user swa kahle leswo,positive,Positive,swa kahle leswo,"['swa', 'kahle', 'leswo']",3
@user @user ni khensile nd ntava nayena mundzuku,positive,Positive,ni khensile nd ntava nayena mundzuku,"['ni', 'khensile', 'nd', 'ntava', 'nayena', 'mundzuku']",6
Hi ta kunhemela le titxini ikussa ya ku randza na Hina há kuxuva makhero,positive,Positive,hi ta kunhemela le titxini ikussa ya ku randza na hina há kuxuva makhero,"['hi', 'ta', 'kunhemela', 'le', 'titxini', 'ikussa', 'ya', 'ku', 'randza', 'na', 'hina', 'há', 'kuxuva', 'makhero']",14
Wayi vona manica ya nyuwani @user https://t.co/sbhKf3p4Xd,positive,Positive,wayi vona manica ya nyuwani,"['wayi', 'vona', 'manica', 'ya', 'nyuwani']",5
Usho wena neh 😂😂 https://t.co/50xeXtxnNI,positive,Positive,usho wena neh 😂😂,"['usho', 'wena', 'neh', '😂😂']",4
*a swa lissima ih kuh tibekah hansi*,positive,Positive,a swa lissima ih kuh tibekah hansi,"['a', 'swa', 'lissima', 'ih', 'kuh', 'tibekah', 'hansi']",7
@user @user @user #HHW Sesi byela va malume se vona vata hlamusela papa ku wa kuna dzovolo wa yena,positive,Positive,sesi byela va malume se vona vata hlamusela papa ku wa kuna dzovolo wa yena,"['sesi', 'byela', 'va', 'malume', 'se', 'vona', 'vata', 'hlamusela', 'papa', 'ku', 'wa', 'kuna', 'dzovolo', 'wa', 'yena']",15
Ahiii Loloza male ya Manhembana :D,positive,Positive,ahiii loloza male ya manhembana d,"['ahiii', 'loloza', 'male', 'ya', 'manhembana', 'd']",6
Niku yingiseli nile xokwe Mozambique nilo geee kola hansi ka nsinya wa nkanyi 810dstv @user @user @user,positive,Positive,niku yingiseli nile xokwe mozambique nilo geee kola hansi ka nsinya wa nkanyi 810dstv,"['niku', 'yingiseli', 'nile', 'xokwe', 'mozambique', 'nilo', 'geee', 'kola', 'hansi', 'ka', 'nsinya', 'wa', 'nkanyi', '810dstv']",14
Tseka tseka uta ni kuma hi ndlhela https://t.co/Fe2u6iCzfQ,positive,Positive,tseka tseka uta ni kuma hi ndlhela,"['tseka', 'tseka', 'uta', 'ni', 'kuma', 'hi', 'ndlhela']",7
@user Definetly GOATS Alexandre Langa - Rosa Maria Pedro Langa - Mamba ya Malepfu Hortencio Langa - Lirandzu,positive,Positive,definetly goats alexandre langa rosa maria pedro langa mamba ya malepfu hortencio langa lirandzu,"['definetly', 'goats', 'alexandre', 'langa', 'rosa', 'maria', 'pedro', 'langa', 'mamba', 'ya', 'malepfu', 'hortencio', 'langa', 'lirandzu']",14
"MIta kateka loko va mi hlekula, nwina va nge mi bihili miri vana va xikwembu, tsakani hiswiswo hikuva hakelo yanwina mi tayikuma ematilweni",positive,Positive,mita kateka loko va mi hlekula nwina va nge mi bihili miri vana va xikwembu tsakani hiswiswo hikuva hakelo yanwina mi tayikuma ematilweni,"['mita', 'kateka', 'loko', 'va', 'mi', 'hlekula', 'nwina', 'va', 'nge', 'mi', 'bihili', 'miri', 'vana', 'va', 'xikwembu', 'tsakani', 'hiswiswo', 'hikuva', 'hakelo', 'yanwina', 'mi', 'tayikuma', 'ematilweni']",23
Nihinguisela munghana lonene FM ranitsakissa ni lani Maputo - Zimpeto,positive,Positive,nihinguisela munghana lonene fm ranitsakissa ni lani maputo zimpeto,"['nihinguisela', 'munghana', 'lonene', 'fm', 'ranitsakissa', 'ni', 'lani', 'maputo', 'zimpeto']",9
"Dzixile, Na Mi Lossa Va Yakelani....☀☀",positive,Positive,dzixile na mi lossa va yakelani☀☀,"['dzixile', 'na', 'mi', 'lossa', 'va', 'yakelani☀☀']",6
"Ni bom ,ni yetlelile bem ...anhanti wena... hummmm.... (loop). https://t.co/zRMh6a5K5F",positive,Positive,ni bom ni yetlelile bem anhanti wena hummmm loop,"['ni', 'bom', 'ni', 'yetlelile', 'bem', 'anhanti', 'wena', 'hummmm', 'loop']",9
A makhessemussi nkata ni ma lua de mel hitada xikamwe ungatxavi nkata hikussa sse hi txadile,positive,Positive,a makhessemussi nkata ni ma lua de mel hitada xikamwe ungatxavi nkata hikussa sse hi txadile,"['a', 'makhessemussi', 'nkata', 'ni', 'ma', 'lua', 'de', 'mel', 'hitada', 'xikamwe', 'ungatxavi', 'nkata', 'hikussa', 'sse', 'hi', 'txadile']",16
"kannimambo, ni tsakê swi nene https://t.co/horMgEjcp1",positive,Positive,kannimambo ni tsakê swi nene,"['kannimambo', 'ni', 'tsakê', 'swi', 'nene']",5
Auxene va makwezu.,positive,Positive,auxene va makwezu,"['auxene', 'va', 'makwezu']",3
"@user Dzixileeeeee, mo hine ku phuka.",positive,Positive,dzixileeeeee mo hine ku phuka,"['dzixileeeeee', 'mo', 'hine', 'ku', 'phuka']",5
@user Khanimambo 🙏🏾. Hi yini kupfhuka?,positive,Positive,khanimambo 🙏🏾 hi yini kupfhuka,"['khanimambo', '🙏🏾', 'hi', 'yini', 'kupfhuka']",5
"@user: """"@user: Mina a ni tsama ka twitter timaka xkola 😂🙌"""" Mine Ani Tsame (...) Himaka* (..) .."""" thanks ...",positive,Positive,mina a ni tsama ka twitter timaka xkola 😂🙌 mine ani tsame himaka thanks,"['mina', 'a', 'ni', 'tsama', 'ka', 'twitter', 'timaka', 'xkola', '😂🙌', 'mine', 'ani', 'tsame', 'himaka', 'thanks']",14
Hile ku tlangeni na vanwan @user Praia do Bilene https://t.co/dr0bMicqy6,positive,Positive,hile ku tlangeni na vanwan praia do bilene,"['hile', 'ku', 'tlangeni', 'na', 'vanwan', 'praia', 'do', 'bilene']",8
"Ya, no Xipamanine https://t.co/nM4LzPhySp",positive,Positive,ya no xipamanine,"['ya', 'no', 'xipamanine']",3
Yehova Hi Murussi Wa Mina 💎❤ @user Marracuene https://t.co/9Eii0awEcE,positive,Positive,yehova hi murussi wa mina 💎❤ marracuene,"['yehova', 'hi', 'murussi', 'wa', 'mina', '💎❤', 'marracuene']",7
@user Teka famba bro 😋😂,positive,Positive,teka famba bro 😋😂,"['teka', 'famba', 'bro', '😋😂']",4
@user @user #HHW don't give up man zama ku mutsunduxa chomi ya wena uku: nikombela uni tlhelisela mali ya mina,positive,Positive,dont give up man zama ku mutsunduxa chomi ya wena uku nikombela uni tlhelisela mali ya mina,"['dont', 'give', 'up', 'man', 'zama', 'ku', 'mutsunduxa', 'chomi', 'ya', 'wena', 'uku', 'nikombela', 'uni', 'tlhelisela', 'mali', 'ya', 'mina']",17
"Ni Pfhuni Ku Tsova, Tsova Tsova 🔥 GOLD ⚡️ https://t.co/SeqmIfcTgV",positive,Positive,ni pfhuni ku tsova tsova tsova 🔥 gold ⚡️,"['ni', 'pfhuni', 'ku', 'tsova', 'tsova', 'tsova', '🔥', 'gold', '⚡️']",9
"A lirandzo ih mensa ni behula Vhata tshemelela inkwafswo fswaku biya"""" ❤️",positive,Positive,a lirandzo ih mensa ni behula vhata tshemelela inkwafswo fswaku biya ❤️,"['a', 'lirandzo', 'ih', 'mensa', 'ni', 'behula', 'vhata', 'tshemelela', 'inkwafswo', 'fswaku', 'biya', '❤️']",12
#Xiluvaxangaaaa #Mina ni langui wene Top top top 💃@user bow,positive,Positive,ni langui wene top top top 💃 bow,"['ni', 'langui', 'wene', 'top', 'top', 'top', '💃', 'bow']",8
Moya wanga u ndzunissa Hosi A moya wanga Hosi Hosi Hosi Aku ndunissa💃💃💃,positive,Positive,moya wanga u ndzunissa hosi a moya wanga hosi hosi hosi aku ndunissa💃💃💃,"['moya', 'wanga', 'u', 'ndzunissa', 'hosi', 'a', 'moya', 'wanga', 'hosi', 'hosi', 'hosi', 'aku', 'ndunissa💃💃💃']",13
Nitafa na wena murandziwa Te amo Te amo Nitafa na wena murandziwa Te amo Te amo #Vibes,positive,Positive,nitafa na wena murandziwa te amo te amo nitafa na wena murandziwa te amo te amo,"['nitafa', 'na', 'wena', 'murandziwa', 'te', 'amo', 'te', 'amo', 'nitafa', 'na', 'wena', 'murandziwa', 'te', 'amo', 'te', 'amo']",16
