sentence,Final_Label,predict_name,cleaned_sentence,tokens
@user one day ke ta siamelwa nako tse kabo a thantshwa ke yone jaana,neutral,Setswana,one day ke ta siamelwa nako tse kabo a thantshwa ke yone jaana,"['one', 'day', 'ke', 'ta', 'siamelwa', 'nako', 'tse', 'kabo', 'a', 'thantshwa', 'ke', 'yone', 'jaana']"
@user @user @user ni a lwala,neutral,Setswana,ni a lwala,"['ni', 'a', 'lwala']"
@user mara planet le hell sale dya kopana kae ,negative,Setswana,mara planet le hell sale dya kopana kae,"['mara', 'planet', 'le', 'hell', 'sale', 'dya', 'kopana', 'kae']"
@user @user ba tshetse sukiri ka mo engine ng,neutral,Setswana,ba tshetse sukiri ka mo engine ng,"['ba', 'tshetse', 'sukiri', 'ka', 'mo', 'engine', 'ng']"
dumela aus lebo nna gore dikoloto di se nne boima ka di patella sentle ga ke tseye tse dintsi ka itekanyetsa mpho mokoena from jericho,positive,Setswana,dumela aus lebo nna gore dikoloto di se nne boima ka di patella sentle ga ke tseye tse dintsi ka itekanyetsa mpho mokoena from jericho,"['dumela', 'aus', 'lebo', 'nna', 'gore', 'dikoloto', 'di', 'se', 'nne', 'boima', 'ka', 'di', 'patella', 'sentle', 'ga', 'ke', 'tseye', 'tse', 'dintsi', 'ka', 'itekanyetsa', 'mpho', 'mokoena', 'from', 'jericho']"
oaks airtime e chekiwa jang on be mobile,negative,Setswana,oaks airtime e chekiwa jang on be mobile,"['oaks', 'airtime', 'e', 'chekiwa', 'jang', 'on', 'be', 'mobile']"
maloba e ntse beke ke lwala ke ha ekare nka lela weeeh ,negative,Setswana,maloba e ntse beke ke lwala ke ha ekare nka lela weeeh,"['maloba', 'e', 'ntse', 'beke', 'ke', 'lwala', 'ke', 'ha', 'ekare', 'nka', 'lela', 'weeeh']"
@user bese ubane figure yho asa ,negative,Setswana,bese ubane figure yho asa,"['bese', 'ubane', 'figure', 'yho', 'asa']"
@user leja sentle ,negative,Setswana,leja sentle,"['leja', 'sentle']"
@user jaanong ha a reke e botoka ,negative,Setswana,jaanong ha a reke e botoka,"['jaanong', 'ha', 'a', 'reke', 'e', 'botoka']"
@user pain ya teng monna,neutral,Setswana,pain ya teng monna,"['pain', 'ya', 'teng', 'monna']"
@user yah thata,negative,Setswana,yah thata,"['yah', 'thata']"
@user @user @user anc e lekile ka 21 go changer lebowakgomo to kgosi mmutle phutudi lll gaba fetsa gabotse ,negative,Setswana,anc e lekile ka go changer lebowakgomo to kgosi mmutle phutudi lll gaba fetsa gabotse,"['anc', 'e', 'lekile', 'ka', 'go', 'changer', 'lebowakgomo', 'to', 'kgosi', 'mmutle', 'phutudi', 'lll', 'gaba', 'fetsa', 'gabotse']"
@user that s football for you hey i m still not convinced though re tshameka ,negative,Setswana,that s football for you hey i m still not convinced though re tshameka,"['that', 's', 'football', 'for', 'you', 'hey', 'i', 'm', 'still', 'not', 'convinced', 'though', 're', 'tshameka']"
@user kana ke nako tsateng gongwe hane sale keirile kele monnye,negative,Setswana,kana ke nako tsateng gongwe hane sale keirile kele monnye,"['kana', 'ke', 'nako', 'tsateng', 'gongwe', 'hane', 'sale', 'keirile', 'kele', 'monnye']"
@user staying preparedtlaya mageng,positive,Setswana,staying preparedtlaya mageng,"['staying', 'preparedtlaya', 'mageng']"
@user ke robala ka 3 plus duvet le hot water bottle it ain t enough ke tlhoka physical touch i m going through the most ,neutral,Setswana,ke robala ka plus duvet le hot water bottle it ain t enough ke tlhoka physical touch i m going through the most,"['ke', 'robala', 'ka', 'plus', 'duvet', 'le', 'hot', 'water', 'bottle', 'it', 'ain', 't', 'enough', 'ke', 'tlhoka', 'physical', 'touch', 'i', 'm', 'going', 'through', 'the', 'most']"
@user aow aker wa botsisha gomme nna keya o araba,negative,Setswana,aow aker wa botsisha gomme nna keya o araba,"['aow', 'aker', 'wa', 'botsisha', 'gomme', 'nna', 'keya', 'o', 'araba']"
nako tsa di bad hair days di hele o itire setseno hela o c mo pele ga salon go itlhela ba go utlwela botlhoko,negative,Setswana,nako tsa di bad hair days di hele o itire setseno hela o c mo pele ga salon go itlhela ba go utlwela botlhoko,"['nako', 'tsa', 'di', 'bad', 'hair', 'days', 'di', 'hele', 'o', 'itire', 'setseno', 'hela', 'o', 'c', 'mo', 'pele', 'ga', 'salon', 'go', 'itlhela', 'ba', 'go', 'utlwela', 'botlhoko']"
@user e teng mara ntho eo pallang mara meiskat ,neutral,Setswana,e teng mara ntho eo pallang mara meiskat,"['e', 'teng', 'mara', 'ntho', 'eo', 'pallang', 'mara', 'meiskat']"
@user @user hao who got the free sneakers maloba,positive,Setswana,hao who got the free sneakers maloba,"['hao', 'who', 'got', 'the', 'free', 'sneakers', 'maloba']"
@user o bo o tshuba microwave o a o ratang thata a utlwe sound ,negative,Setswana,o bo o tshuba microwave o a o ratang thata a utlwe sound,"['o', 'bo', 'o', 'tshuba', 'microwave', 'o', 'a', 'o', 'ratang', 'thata', 'a', 'utlwe', 'sound']"
@user waitse o tshela bokete diyeh mme ka gore ke hoo o setse o amogetse a monate o jewe batswadiiiiii ,positive,Setswana,waitse o tshela bokete diyeh mme ka gore ke hoo o setse o amogetse a monate o jewe batswadiiiiii,"['waitse', 'o', 'tshela', 'bokete', 'diyeh', 'mme', 'ka', 'gore', 'ke', 'hoo', 'o', 'setse', 'o', 'amogetse', 'a', 'monate', 'o', 'jewe', 'batswadiiiiii']"
@user se se botlhokwa ke 3 points ,positive,Setswana,se se botlhokwa ke points,"['se', 'se', 'botlhokwa', 'ke', 'points']"
taba tse utlwisang di tapole tsa banna botlhoko ,negative,Setswana,taba tse utlwisang di tapole tsa banna botlhoko,"['taba', 'tse', 'utlwisang', 'di', 'tapole', 'tsa', 'banna', 'botlhoko']"
ey banyana baka ,negative,Setswana,ey banyana baka,"['ey', 'banyana', 'baka']"
@user @user @user sounds like bana ba gago ke dikoko le dinja o motsadi ,positive,Setswana,sounds like bana ba gago ke dikoko le dinja o motsadi,"['sounds', 'like', 'bana', 'ba', 'gago', 'ke', 'dikoko', 'le', 'dinja', 'o', 'motsadi']"
@user nako ya teng i have a whole brewery mo ntlung,neutral,Setswana,nako ya teng i have a whole brewery mo ntlung,"['nako', 'ya', 'teng', 'i', 'have', 'a', 'whole', 'brewery', 'mo', 'ntlung']"
@user bese you ll say i m toxic ,positive,Setswana,bese you ll say i m toxic,"['bese', 'you', 'll', 'say', 'i', 'm', 'toxic']"
modimo nthuse ke moloi ,negative,Setswana,modimo nthuse ke moloi,"['modimo', 'nthuse', 'ke', 'moloi']"
a go tlatse ka 1 authi ya kwa renkeng then bosigo a go founele be a re babes ke nna yo le wa zak ,positive,Setswana,a go tlatse ka authi ya kwa renkeng then bosigo a go founele be a re babes ke nna yo le wa zak,"['a', 'go', 'tlatse', 'ka', 'authi', 'ya', 'kwa', 'renkeng', 'then', 'bosigo', 'a', 'go', 'founele', 'be', 'a', 're', 'babes', 'ke', 'nna', 'yo', 'le', 'wa', 'zak']"
yho bo nkoko ba rona batla bona ba rileng rruri ,negative,Setswana,yho bo nkoko ba rona batla bona ba rileng rruri,"['yho', 'bo', 'nkoko', 'ba', 'rona', 'batla', 'bona', 'ba', 'rileng', 'rruri']"
lobebe la puo ya rona yamo gae ,neutral,Setswana,lobebe la puo ya rona yamo gae,"['lobebe', 'la', 'puo', 'ya', 'rona', 'yamo', 'gae']"
 le utlwile neh ,positive,Setswana,le utlwile neh,"['le', 'utlwile', 'neh']"
go nkga dikuku a re phatalleng love is love and ours is a ritual ,positive,Setswana,go nkga dikuku a re phatalleng love is love and ours is a ritual,"['go', 'nkga', 'dikuku', 'a', 're', 'phatalleng', 'love', 'is', 'love', 'and', 'ours', 'is', 'a', 'ritual']"
@user ene o e tshwere sentle,positive,Setswana,ene o e tshwere sentle,"['ene', 'o', 'e', 'tshwere', 'sentle']"
@user @user nke ba sa je kuku thata nke ba sa itse difference why ba sa tswalle dicholopo ba thabele se ba se fiwang ,negative,Setswana,nke ba sa je kuku thata nke ba sa itse difference why ba sa tswalle dicholopo ba thabele se ba se fiwang,"['nke', 'ba', 'sa', 'je', 'kuku', 'thata', 'nke', 'ba', 'sa', 'itse', 'difference', 'why', 'ba', 'sa', 'tswalle', 'dicholopo', 'ba', 'thabele', 'se', 'ba', 'se', 'fiwang']"
@user me gusta mucho el pene,neutral,Setswana,me gusta mucho el pene,"['me', 'gusta', 'mucho', 'el', 'pene']"
@user gonale mjolo mo teng ,neutral,Setswana,gonale mjolo mo teng,"['gonale', 'mjolo', 'mo', 'teng']"
@user manje ku frame1 bese zisha ,neutral,Setswana,manje ku frame bese zisha,"['manje', 'ku', 'frame', 'bese', 'zisha']"
re tla kopana ko ditrateng ,neutral,Setswana,re tla kopana ko ditrateng,"['re', 'tla', 'kopana', 'ko', 'ditrateng']"
@user @user @user grootman le jang phusi hakalo ntse le itholetse le le cool shede ,positive,Setswana,grootman le jang phusi hakalo ntse le itholetse le le cool shede,"['grootman', 'le', 'jang', 'phusi', 'hakalo', 'ntse', 'le', 'itholetse', 'le', 'le', 'cool', 'shede']"
@user ga o ka reetsa the space sa bone gone jaana disgusting ,positive,Setswana,ga o ka reetsa the space sa bone gone jaana disgusting,"['ga', 'o', 'ka', 'reetsa', 'the', 'space', 'sa', 'bone', 'gone', 'jaana', 'disgusting']"
okare o didimetse thata ministry of entrepreneurship ,negative,Setswana,okare o didimetse thata ministry of entrepreneurship,"['okare', 'o', 'didimetse', 'thata', 'ministry', 'of', 'entrepreneurship']"
@user go siame ,neutral,Setswana,go siame,"['go', 'siame']"
arthur zwane cooking @kaizerchiefs retlo tshola ese kgale hope you guys are hungry ,positive,Setswana,arthur zwane cooking retlo tshola ese kgale hope you guys are hungry,"['arthur', 'zwane', 'cooking', 'retlo', 'tshola', 'ese', 'kgale', 'hope', 'you', 'guys', 'are', 'hungry']"
go lena kamoka bao le bapet ego karolo go dira gore let at i laka la matswalo le be bonolo le tlale ka lethabo kea leboga go t wa boteng ba pelo yaka kere modimo ale okelet e fao le t erego ,positive,Setswana,go lena kamoka bao le bapet ego karolo go dira gore let at i laka la matswalo le be bonolo le tlale ka lethabo kea leboga go t wa boteng ba pelo yaka kere modimo ale okelet e fao le t erego,"['go', 'lena', 'kamoka', 'bao', 'le', 'bapet', 'ego', 'karolo', 'go', 'dira', 'gore', 'let', 'at', 'i', 'laka', 'la', 'matswalo', 'le', 'be', 'bonolo', 'le', 'tlale', 'ka', 'lethabo', 'kea', 'leboga', 'go', 't', 'wa', 'boteng', 'ba', 'pelo', 'yaka', 'kere', 'modimo', 'ale', 'okelet', 'e', 'fao', 'le', 't', 'erego']"
go phakela tlhe mona ,positive,Setswana,go phakela tlhe mona,"['go', 'phakela', 'tlhe', 'mona']"
@user tlholang sentle basadi ba afrika borwa ba ke ba ratang mpho mokoena from jericho ,positive,Setswana,tlholang sentle basadi ba afrika borwa ba ke ba ratang mpho mokoena from jericho,"['tlholang', 'sentle', 'basadi', 'ba', 'afrika', 'borwa', 'ba', 'ke', 'ba', 'ratang', 'mpho', 'mokoena', 'from', 'jericho']"
@user odirile sentle mme ,neutral,Setswana,odirile sentle mme,"['odirile', 'sentle', 'mme']"
@user @user re kaofela ha rona bana ba mme le ntate ,positive,Setswana,re kaofela ha rona bana ba mme le ntate,"['re', 'kaofela', 'ha', 'rona', 'bana', 'ba', 'mme', 'le', 'ntate']"
@user @user they don t play mercy phakela friend wa go borega ma re zama u might enjoy some songs ,positive,Setswana,they don t play mercy phakela friend wa go borega ma re zama u might enjoy some songs,"['they', 'don', 't', 'play', 'mercy', 'phakela', 'friend', 'wa', 'go', 'borega', 'ma', 're', 'zama', 'u', 'might', 'enjoy', 'some', 'songs']"
@user sundowns e nkile building material hwa tshwana mos ,negative,Setswana,sundowns e nkile building material hwa tshwana mos,"['sundowns', 'e', 'nkile', 'building', 'material', 'hwa', 'tshwana', 'mos']"
le gompieno ,neutral,Setswana,le gompieno,"['le', 'gompieno']"
one setswana x sepedi x sesotho thing that tickles me is that chairperson monnasetilo or modulasetilo jaanong you choose if o ntse or o dutse mo setilong ,positive,Setswana,one setswana x sepedi x sesotho thing that tickles me is that chairperson monnasetilo or modulasetilo jaanong you choose if o ntse or o dutse mo setilong,"['one', 'setswana', 'x', 'sepedi', 'x', 'sesotho', 'thing', 'that', 'tickles', 'me', 'is', 'that', 'chairperson', 'monnasetilo', 'or', 'modulasetilo', 'jaanong', 'you', 'choose', 'if', 'o', 'ntse', 'or', 'o', 'dutse', 'mo', 'setilong']"
@user @user nne kere ka rialo earl fela e rile go laelwa a bo a tlhagella ka banyana ba kae ,positive,Setswana,nne kere ka rialo earl fela e rile go laelwa a bo a tlhagella ka banyana ba kae,"['nne', 'kere', 'ka', 'rialo', 'earl', 'fela', 'e', 'rile', 'go', 'laelwa', 'a', 'bo', 'a', 'tlhagella', 'ka', 'banyana', 'ba', 'kae']"
@user @user kor go botlhoko man o pallwa keo robala ,neutral,Setswana,kor go botlhoko man o pallwa keo robala,"['kor', 'go', 'botlhoko', 'man', 'o', 'pallwa', 'keo', 'robala']"
@user ebekare nka itahlela fatshe ,neutral,Setswana,ebekare nka itahlela fatshe,"['ebekare', 'nka', 'itahlela', 'fatshe']"
@user @user ga gona meme yo o berekileng jaaka o today ke tlhotse ke go shebile gompieno,neutral,Setswana,ga gona meme yo o berekileng jaaka o today ke tlhotse ke go shebile gompieno,"['ga', 'gona', 'meme', 'yo', 'o', 'berekileng', 'jaaka', 'o', 'today', 'ke', 'tlhotse', 'ke', 'go', 'shebile', 'gompieno']"
@user muna ebile ekete go ne go kwala nna ,positive,Setswana,muna ebile ekete go ne go kwala nna,"['muna', 'ebile', 'ekete', 'go', 'ne', 'go', 'kwala', 'nna']"
guys ne kere ke le reye kere,neutral,Setswana,guys ne kere ke le reye kere,"['guys', 'ne', 'kere', 'ke', 'le', 'reye', 'kere']"
@user monna wa ntha hela o mmona kamoso phakela ke wa gago taabo omo hilwe ke modimo just say amen ,positive,Setswana,monna wa ntha hela o mmona kamoso phakela ke wa gago taabo omo hilwe ke modimo just say amen,"['monna', 'wa', 'ntha', 'hela', 'o', 'mmona', 'kamoso', 'phakela', 'ke', 'wa', 'gago', 'taabo', 'omo', 'hilwe', 'ke', 'modimo', 'just', 'say', 'amen']"
@user kea cho lihele haeba li teng li ba emetse ,positive,Setswana,kea cho lihele haeba li teng li ba emetse,"['kea', 'cho', 'lihele', 'haeba', 'li', 'teng', 'li', 'ba', 'emetse']"
@user @user hare nagane go tshwana ankere,negative,Setswana,hare nagane go tshwana ankere,"['hare', 'nagane', 'go', 'tshwana', 'ankere']"
@user dead o tswa malapeng a a boele kwa atswang teng,neutral,Setswana,dead o tswa malapeng a a boele kwa atswang teng,"['dead', 'o', 'tswa', 'malapeng', 'a', 'a', 'boele', 'kwa', 'atswang', 'teng']"
@user @user ga ne ke betsa ne kea go mo trapa nxu,positive,Setswana,ga ne ke betsa ne kea go mo trapa nxu,"['ga', 'ne', 'ke', 'betsa', 'ne', 'kea', 'go', 'mo', 'trapa', 'nxu']"
@user @user @user o shave marete pele mosimane gore o tlo bolela ntho e kwagalang ,negative,Setswana,o shave marete pele mosimane gore o tlo bolela ntho e kwagalang,"['o', 'shave', 'marete', 'pele', 'mosimane', 'gore', 'o', 'tlo', 'bolela', 'ntho', 'e', 'kwagalang']"
@user nna mme ga ke ye koo e bile le tv yame ga e na btv mo teng gatwe le ha e le go kgopiwa o seka wa be wa leka,negative,Setswana,nna mme ga ke ye koo e bile le tv yame ga e na btv mo teng gatwe le ha e le go kgopiwa o seka wa be wa leka,"['nna', 'mme', 'ga', 'ke', 'ye', 'koo', 'e', 'bile', 'le', 'tv', 'yame', 'ga', 'e', 'na', 'btv', 'mo', 'teng', 'gatwe', 'le', 'ha', 'e', 'le', 'go', 'kgopiwa', 'o', 'seka', 'wa', 'be', 'wa', 'leka']"
@user @user mme mmanoko o kgakala oraa gore loeto la mogopolo le ka nna kalo ,neutral,Setswana,mme mmanoko o kgakala oraa gore loeto la mogopolo le ka nna kalo,"['mme', 'mmanoko', 'o', 'kgakala', 'oraa', 'gore', 'loeto', 'la', 'mogopolo', 'le', 'ka', 'nna', 'kalo']"
@user gone jaana tota ke nwa jwala jotlhe ha bo dumela i do a lot of sling just to know what s out there ke paletswe ke brutal fruit hela sukiri ,positive,Setswana,gone jaana tota ke nwa jwala jotlhe ha bo dumela i do a lot of sling just to know what s out there ke paletswe ke brutal fruit hela sukiri,"['gone', 'jaana', 'tota', 'ke', 'nwa', 'jwala', 'jotlhe', 'ha', 'bo', 'dumela', 'i', 'do', 'a', 'lot', 'of', 'sling', 'just', 'to', 'know', 'what', 's', 'out', 'there', 'ke', 'paletswe', 'ke', 'brutal', 'fruit', 'hela', 'sukiri']"
@user kgang yame ke eo ,negative,Setswana,kgang yame ke eo,"['kgang', 'yame', 'ke', 'eo']"
@user form1 le wna o monnye tlhe ,negative,Setswana,form le wna o monnye tlhe,"['form', 'le', 'wna', 'o', 'monnye', 'tlhe']"
ne e le mathata hela gompieno ,negative,Setswana,ne e le mathata hela gompieno,"['ne', 'e', 'le', 'mathata', 'hela', 'gompieno']"
@user tsa marato mosetsana o thubegile pelo gape o tseiwa ke sedidi ,negative,Setswana,tsa marato mosetsana o thubegile pelo gape o tseiwa ke sedidi,"['tsa', 'marato', 'mosetsana', 'o', 'thubegile', 'pelo', 'gape', 'o', 'tseiwa', 'ke', 'sedidi']"
don t bopha nje send home ,neutral,Setswana,don t bopha nje send home,"['don', 't', 'bopha', 'nje', 'send', 'home']"
@user o reetsa r1 wow ,neutral,Setswana,o reetsa r wow,"['o', 'reetsa', 'r', 'wow']"
@user o kabe wa ipotsa ,negative,Setswana,o kabe wa ipotsa,"['o', 'kabe', 'wa', 'ipotsa']"
@user ekete o ka bidiwa rra marete hela ,negative,Setswana,ekete o ka bidiwa rra marete hela,"['ekete', 'o', 'ka', 'bidiwa', 'rra', 'marete', 'hela']"
@user @user koo nna motsetserepa jaanong 40 days ya go ipolaisa tlala ,negative,Setswana,koo nna motsetserepa jaanong days ya go ipolaisa tlala,"['koo', 'nna', 'motsetserepa', 'jaanong', 'days', 'ya', 'go', 'ipolaisa', 'tlala']"
@user tota re ka thoka jang ,neutral,Setswana,tota re ka thoka jang,"['tota', 're', 'ka', 'thoka', 'jang']"
tsosang @user le bush ba nthuse go explainer ati,neutral,Setswana,tsosang le bush ba nthuse go explainer ati,"['tsosang', 'le', 'bush', 'ba', 'nthuse', 'go', 'explainer', 'ati']"
e teng mono ,neutral,Setswana,e teng mono,"['e', 'teng', 'mono']"
@user @user o ka se kwale ha,negative,Setswana,o ka se kwale ha,"['o', 'ka', 'se', 'kwale', 'ha']"
@user le ene sala a ntsenya dingalo jaanong mathata i can t switch off my phone o mo tseleng,negative,Setswana,le ene sala a ntsenya dingalo jaanong mathata i can t switch off my phone o mo tseleng,"['le', 'ene', 'sala', 'a', 'ntsenya', 'dingalo', 'jaanong', 'mathata', 'i', 'can', 't', 'switch', 'off', 'my', 'phone', 'o', 'mo', 'tseleng']"
@user gompieno nna gake tsene gope mo go tsa metsi nna ,negative,Setswana,gompieno nna gake tsene gope mo go tsa metsi nna,"['gompieno', 'nna', 'gake', 'tsene', 'gope', 'mo', 'go', 'tsa', 'metsi', 'nna']"
@user madume lekoko kena le lona matsieng tinto ke kopa le batleng pina tse dingwe tsa bona tuuu ka leboga thata mo mosong ene ba bantsi jang bo tinto,negative,Setswana,madume lekoko kena le lona matsieng tinto ke kopa le batleng pina tse dingwe tsa bona tuuu ka leboga thata mo mosong ene ba bantsi jang bo tinto,"['madume', 'lekoko', 'kena', 'le', 'lona', 'matsieng', 'tinto', 'ke', 'kopa', 'le', 'batleng', 'pina', 'tse', 'dingwe', 'tsa', 'bona', 'tuuu', 'ka', 'leboga', 'thata', 'mo', 'mosong', 'ene', 'ba', 'bantsi', 'jang', 'bo', 'tinto']"
koloi eo ke neng ke e palame ea baeti ntho e joalomotho u ka nahana hore ha ho thoe ke koloi ea baeti uena joaloka moeti moreki u tla behoa pele mothusi oa moqhobi oa koloi eo o hloketse baeti hlompho ka tsela e fetisang i hope batho baa e ila koloi eno,negative,Setswana,koloi eo ke neng ke e palame ea baeti ntho e joalomotho u ka nahana hore ha ho thoe ke koloi ea baeti uena joaloka moeti moreki u tla behoa pele mothusi oa moqhobi oa koloi eo o hloketse baeti hlompho ka tsela e fetisang i hope batho baa e ila koloi eno,"['koloi', 'eo', 'ke', 'neng', 'ke', 'e', 'palame', 'ea', 'baeti', 'ntho', 'e', 'joalomotho', 'u', 'ka', 'nahana', 'hore', 'ha', 'ho', 'thoe', 'ke', 'koloi', 'ea', 'baeti', 'uena', 'joaloka', 'moeti', 'moreki', 'u', 'tla', 'behoa', 'pele', 'mothusi', 'oa', 'moqhobi', 'oa', 'koloi', 'eo', 'o', 'hloketse', 'baeti', 'hlompho', 'ka', 'tsela', 'e', 'fetisang', 'i', 'hope', 'batho', 'baa', 'e', 'ila', 'koloi', 'eno']"
